1_ent,4_no_leg,5_ini_leg,6_fin_leg,8_ople_coal,9_part_ini,10_part_revisado,11_tier,13_distrito_local,14_genero,15_autoadscrip,16_aff_act,17_tipo_cand,19_reelec,20_pres_com,21_com_preside,22_pres_jeps,23_pres_mesa,24_coord_bancada
Chihuahua,LXV,2016,2018,MC,MC,MC,2,,1,,,,0,1,Juventud y Deporte,0,0,0
Chihuahua,LXV,2016,2018,PANAL,PANAL,PANAL,2,,2,,,,0,1,Educación y Cultura,0,0,1
Chihuahua,LXV,2016,2018,MORENA,MORENA,MORENA,2,,1,,,,0,1,Transparencia y Acceso a la Información Pública,0,0,1
Chihuahua,LXV,2016,2018,PES,PES,PES,2,,1,,,,0,0,,0,0,0
Chihuahua,LXV,2016,2018,PVEM,PVEM,PVEM,2,,1,,,,0,1,Ecología y Medio Ambiente,0,0,0
Chihuahua,LXV,2016,2018,PT,PT,PT,2,,1,,,,0,0,,0,0,0
Chihuahua,LXV,2016,2018,PANAL,PANAL,PANAL,2,,2,,,,0,1,Derechos Humanos,0,0,0
Chihuahua,LXV,2016,2018,MORENA,MORENA,MORENA,2,,2,,,,0,1,Ciencia y Tecnología,0,0,1
Chihuahua,LXVI,2018,2021,PAN,PAN,PAN,1,1,2,,,,1,1,Movilidad Urbana,0,0,0
Chihuahua,LXVI,2018,2021,MORENA,MORENA,MORENA,1,2,2,,,,0,1,Energía,0,0,0
Chihuahua,LXVI,2018,2021,PES,PES,PES,1,3,2,,,,0,1,"Familia, Asuntos Religiosos y Valores",0,0,0
Chihuahua,LXVI,2018,2021,MORENA,MORENA,MORENA,1,4,2,,,,0,1,Anticorrupción,0,0,0
Chihuahua,LXVI,2018,2021,MORENA,MORENA,MORENA,1,5,1,,,,0,1,Desarrollo Social,0,0,0
Chihuahua,LXVI,2018,2021,PT,PT,PT,1,6,2,,,,0,1,Atención a Grupos Vulnerables,0,0,0
Chihuahua,LXVI,2018,2021,MORENA,MORENA,MORENA,1,7,1,,,,0,1,Derechos Humanos,0,0,0
Chihuahua,LXVI,2018,2021,PES,PES,PES,1,8,2,,,,0,1,Justicia,1,0,0
Chihuahua,LXVI,2018,2021,PES,PES,PES,1,9,1,,,,0,1,Asuntos Fronterizos,0,0,1
Chihuahua,LXVI,2018,2021,MORENA,MORENA,MORENA,1,10,2,,,,0,1,Feminicidios,0,0,0
Chihuahua,LXVI,2018,2021,PAN,PAN,PAN,1,11,1,,,,1,1,Recursos Forestales,0,1,0
Chihuahua,LXVI,2018,2021,PAN,PAN,PAN,1,12,2,,,,0,1,Seguridad Pública y Protección Civil,1,0,0
Chihuahua,LXVI,2018,2021,MC,MC,MC,1,13,2,,,,0,1,"Pueblos y Comunidades Indígenas
",0,0,1
Chihuahua,LXVI,2018,2021,PES,PES,PES,1,14,1,,,,0,1,Vivienda,0,0,0
Chihuahua,LXVI,2018,2021,PAN,PAN,PAN,1,15,1,,,,1,1,"Economía, Turismo y Servicios",1,0,0
Chihuahua,LXVI,2018,2021,PAN,PAN,PAN,1,16,1,,,,1,1,Gobernación y Puntos Constitucionales,1,0,0
Chihuahua,LXVI,2018,2021,PAN,PAN,PAN,1,17,2,,,,1,1,"Transparencia, Acceso a la Información Pública y Parlamento Abierto",0,1,0
Chihuahua,LXVI,2018,2021,PAN,PAN,PAN,1,18,2,,,,1,1,"Obras, Servicios Públicos y Desarrollo Urbano",0,0,0
Chihuahua,LXVI,2018,2021,PAN,PAN,PAN,1,19,1,,,,1,1,"Programación, Presupuesto y Hacienda Pública",1,0,0
Chihuahua,LXVI,2018,2021,PAN,PAN,PAN,1,20,1,,,,0,1,Salud,0,0,0
Chihuahua,LXVI,2018,2021,MC,MC,MC,1,21,1,,,,0,1,Desarrollo Municipal y Fortalecimiento del Federalismo,0,0,0
Chihuahua,LXVI,2018,2021,PRI,PRI,PRI,1,22,1,,,,0,1,Desarrollo Rural,0,0,0
Chihuahua,LXVI,2018,2021,PAN,PAN,PAN,2,,1,,,,0,1,Participación Ciudadana,0,0,1
Chihuahua,LXVI,2018,2021,PAN,PAN,PAN,2,,2,,,,0,1,Juventud y Niñez,0,0,0
Chihuahua,LXVI,2018,2021,PRI,PRI,PRI,2,,1,,,,0,1,Gobernación y Puntos Constitucionales,1,0,0
Chihuahua,LXVI,2018,2021,PRI,PRI,PRI,2,,2,,,,0,1,Ciencia y Tecnología,0,0,1
Chihuahua,LXVI,2018,2021,PRI,PRI,PRI,2,,2,,,,0,1,Igualdad,0,0,1
Chihuahua,LXVI,2018,2021,PT,PT,PT,2,,1,,,,1,1,Trabajo y Previsión Social,0,0,1
Chihuahua,LXVI,2018,2021,PANAL,PANAL,PANAL,2,,1,,,,1,1,Educación y Cultura,0,1,0
Chihuahua,LXVI,2018,2021,PVEM,PVEM,PVEM,2,,1,,,,1,1,Ecología y Medio Ambiente,0,0,0
Chihuahua,LXVI,2018,2021,MORENA,MORENA,MORENA,2,,2,,,,0,1,Deporte,0,0,0
Chihuahua,LXVI,2018,2021,MORENA,MORENA,MORENA,2,,1,,,,0,0,,0,0,1
Chihuahua,LXVI,2018,2021,MORENA,MORENA,MORENA,2,,1,,,,0,1,Agua,0,0,0
Chihuahua,LXVII,2021,2024,PRD,PRD,PRD,1,1,2,,,,0,1,Comisión de Salud,0,0,0
Chihuahua,LXVII,2021,2024,MORENA,MORENA,MORENA,1,2,2,,,,0,0,,0,0,0
Chihuahua,LXVII,2021,2024,MORENA,MORENA,MORENA,1,3,1,,,,0,1,"Comisión de Educación, Cultura Física y Deporte",0,0,0
Chihuahua,LXVII,2021,2024,MORENA,MORENA,MORENA,1,4,2,,,,0,1,"Comisión de Medio Ambiente, Ecología y Desarrollo Sustentable",0,0,0
Chihuahua,LXVII,2021,2024,PAN,PAN,PAN,1,5,2,,,,1,1,Comisión de Juventud y Niñez,0,0,1
Chihuahua,LXVII,2021,2024,PT,PT,PT,1,6,2,,,,1,1,Comisión de Trabajo y Previsión Social,0,0,0
Chihuahua,LXVII,2021,2024,MORENA,MORENA,MORENA,1,7,1,,,,1,1,Comisión de Derechos Humanos y Atención a Grupos Vulnerables,0,0,0
Chihuahua,LXVII,2021,2024,MORENA,MORENA,MORENA,1,8,1,,,,0,0,,0,0,1
Chihuahua,LXVII,2021,2024,MORENA,MORENA,MORENA,1,9,2,,,,0,1,Comisión de Desarrollo Social,0,0,0
Chihuahua,LXVII,2021,2024,MORENA,MORENA,MORENA,1,10,2,,,,0,1,"Comisión de Ciencia, Tecnología e Innovación",0,0,0
Chihuahua,LXVII,2021,2024,PAN,PAN,PAN,1,11,1,,,,0,1,Comisión de Desarrollo Municipal y Fortalecimiento del Federalismo,0,0,0
Chihuahua,LXVII,2021,2024,PAN,PAN,PAN,1,12,2,,,,1,1,Comisión de Justicia,1,1,0
Chihuahua,LXVII,2021,2024,PAN,PAN,PAN,1,13,2,,,,1,1,Comisión de Pueblos y Comunidades Indígenas,0,0,0
Chihuahua,LXVII,2021,2024,PAN,PAN,PAN,1,14,1,,,,0,1,Comisión de Desarrollo Rural y Ganadería,0,0,0
Chihuahua,LXVII,2021,2024,PAN,PAN,PAN,1,15,1,,,,0,1,"Comisión de Economía, Industria y Comercio",1,0,0
Chihuahua,LXVII,2021,2024,PAN,PAN,PAN,1,17,1,,,,0,0,,0,0,0
Chihuahua,LXVII,2021,2024,PAN,PAN,PAN,1,16,1,,,,0,0,,0,0,1
Chihuahua,LXVII,2021,2024,PAN,PAN,PAN,1,19,1,,,,0,1,Comisión de Anticorrupción,0,0,0
Chihuahua,LXVII,2021,2024,PAN,PAN,PAN,1,20,1,,,,1,1,"Comisión de Programación, Presupuesto y Hacienda Pública",1,0,0
Chihuahua,LXVII,2021,2024,PAN,PAN,PAN,1,18,2,,,,0,1,"Comisión de Obras, Servicios Públicos, y Desarrollo y Movilidad Urbana",0,0,0
Chihuahua,LXVII,2021,2024,PRI,PRI,PRI,1,21,1,,,,0,1,Comisión del Agua,0,0,0
Chihuahua,LXVII,2021,2024,PRI,PRI,PRI,1,22,1,,,,0,1,Comisión de Recursos Naturales,0,0,1
Chihuahua,LXVII,2021,2024,PAN,PAN,PAN,2,,2,,,,0,1,Comisión de Turismo y Cultura,0,0,0
Chihuahua,LXVII,2021,2024,PAN,PAN,PAN,2,,1,,,,0,0,,0,0,0
Chihuahua,LXVII,2021,2024,PAN,PAN,PAN,2,,2,,,,0,1,"Comisión de Familia, Asuntos Religiosos y Valores",0,0,0
Chihuahua,LXVII,2021,2024,PRI,PRI,PRI,2,,1,,,,1,1,Comisión de Gobernación y Puntos Constitucionales,1,0,0
Chihuahua,LXVII,2021,2024,PRI,PRI,PRI,2,,2,,,,0,1,Comisión de Igualdad,0,0,0
Chihuahua,LXVII,2021,2024,PRI,PRI,PRI,2,,2,,,,0,1,Comisión de Asuntos Fronterizos y Atención a Migrantes,0,0,0
Chihuahua,LXVII,2021,2024,MC,MC,MC,2,,1,,,,0,1,Comisión de Participación Ciudadana y Asuntos Electorales,1,0,1
Chihuahua,LXVII,2021,2024,MORENA,MORENA,MORENA,2,,1,,,,0,1,Comisión de Seguridad Pública y Protección Civil,1,0,0
Chihuahua,LXVII,2021,2024,MORENA,MORENA,MORENA,2,,1,,,,1,1,Comisión de Energía,0,0,0
Chihuahua,LXVII,2021,2024,MORENA,MORENA,MORENA,2,,2,,,,0,1,Comisión de Feminicidos,0,0,0
Chihuahua,LXVII,2021,2024,MC,MC,MC,2,,2,,,,0,1,"Comisión de Transparencia, Acceso a la Información Pública y Parlamento Abierto",0,0,0
Chihuahua,LXVII,2021,2024,,MORENA,MORENA,1,6,2,,,,0,0,,0,0,0
Chihuahua,LXVII,2021,2024,,PAN,PAN,1,16,1,,,,0,0,,0,0,0
Chihuahua,LXVII,2021,2024,,PAN,PAN,1,18,2,,,,0,0,,0,0,0
Chihuahua,LXVIII,2024,2027,PAN,PAN,PAN,1,1,2,,,,1,1,Salud,0,0,0
Chihuahua,LXVIII,2024,2027,MORENA,MORENA,MORENA,1,2,2,,,,1,0,,0,0,0
Chihuahua,LXVIII,2024,2027,MORENA,MORENA,MORENA,1,3,1,,,,1,1,"Educación, Cultura Física y Deporte",0,0,0
Chihuahua,LXVIII,2024,2027,MORENA,MORENA,MORENA,1,4,2,,,,1,1,Cultura,0,0,0
Chihuahua,LXVIII,2024,2027,PAN,PAN,PAN,1,5,2,,,,0,1,"Familia, Asuntos Religiosos y Valores",0,0,0
Chihuahua,LXVIII,2024,2027,PT,PT,PT,1,6,2,1,,Joven,0,1,Igualdad,0,0,0
Chihuahua,LXVIII,2024,2027,MORENA,MORENA,MORENA,1,7,2,,,,0,1,Anticorrupción,0,1,0
Chihuahua,LXVIII,2024,2027,MORENA,MORENA,MORENA,1,8,1,,,,1,0,,0,0,1
Chihuahua,LXVIII,2024,2027,MORENA,MORENA,MORENA,1,9,2,,,,1,1,Juventud y Niñez,0,0,0
Chihuahua,LXVIII,2024,2027,MORENA,MORENA,MORENA,1,10,2,1,,Adulto Mayor,1,1,Asuntos Fronterizos y Atención a Migrantes,0,0,0
Chihuahua,LXVIII,2024,2027,PAN,PAN,PAN,1,11,1,,,,1,1,Desarrollo Social,0,0,0
Chihuahua,LXVIII,2024,2027,PAN,PAN,PAN,1,12,2,,1,Diversidad Sexual,0,1,Seguridad Pública y Protección Civil,1,0,0
Chihuahua,LXVIII,2024,2027,PRI,PRI,PRI,1,13,1,,,,0,1,Recursos forestales,0,0,0
Chihuahua,LXVIII,2024,2027,PAN,PAN,PAN,1,14,1,,,,1,1,Desarrollo Rural y Ganadería,0,0,0
Chihuahua,LXVIII,2024,2027,PAN,PAN,PAN,1,15,2,,,,0,1,"Obras, Servicios Públicos, y Desarrollo y Movilidad Urbana",0,0,0
Chihuahua,LXVIII,2024,2027,PAN,PAN,PAN,1,16,2,1,,Joven,1,1,"Ciencia, Tecnología e Innovación",0,0,0
Chihuahua,LXVIII,2024,2027,PAN,PAN,PAN,1,17,1,,,,1,1,"Economía, Industria y Comercio",1,0,0
Chihuahua,LXVIII,2024,2027,PAN,PAN,PAN,1,18,1,,,,1,0,,0,0,1
Chihuahua,LXVIII,2024,2027,PAN,PAN,PAN,1,19,1,,,,1,1,Participación Ciudadana y Asuntos Electorales,0,0,0
Chihuahua,LXVIII,2024,2027,PAN,PAN,PAN,1,20,1,,,,0,1,Agua,0,0,0
Chihuahua,LXVIII,2024,2027,PRI,PRI,PRI,1,21,1,,,,0,1,Gobernación y Puntos Constitucionales,1,0,0
Chihuahua,LXVIII,2024,2027,PRI,PRI,PRI,1,22,1,,1,Pueblos y comunidades indígenas,0,1,Pueblos y Comunidades Indígenas,0,0,1
Chihuahua,LXVIII,2024,2027,MORENA,MORENA,MORENA,2,,2,,1,Pueblos y comunidades indígenas,0,0,,0,0,0
Chihuahua,LXVIII,2024,2027,MORENA,MORENA,MORENA,2,,2,,,,0,1,Energía,0,0,0
Chihuahua,LXVIII,2024,2027,PT,PT,PT,2,,2,,,,0,1,Trabajo y Previsión Social,0,0,1
Chihuahua,LXVIII,2024,2027,MC,MC,MC,2,,2,,,,0,1,"Transparencia, Acceso a la Información Publica y Parlamento Abierto",0,0,0
Chihuahua,LXVIII,2024,2027,MORENA,MORENA,MORENA,2,,1,,,,0,1,Desarrollo Municipal y Fortalecimiento del Federalismo,0,0,0
Chihuahua,LXVIII,2024,2027,PVEM,PVEM,PVEM,2,,1,,,,0,1,"Medio Ambiente, Ecología y Desarrollo Sustentable",0,0,1
Chihuahua,LXVIII,2024,2027,PRI,PRI,PRI,2,,1,,,,0,1,Turismo,0,0,0
Chihuahua,LXVIII,2024,2027,PAN,PAN,PAN,2,,1,,,,0,1,"Programación, Presupuesto y Hacienda Pública",1,0,0
Chihuahua,LXVIII,2024,2027,MORENA,MORENA,MORENA,2,,2,1,,Diversidad Sexual/Joven,0,1,Feminicidios,0,0,0
Chihuahua,LXVIII,2024,2027,MORENA,MORENA,MORENA,2,,2,1,,Adulto Mayor,0,1,Derechos Humanos y Atención a Grupos Vulnerables,0,0,0
Chihuahua,LXVIII,2024,2027,MC,MC,MC,2,,1,,,,1,1,Justicia,1,0,1
Ciudad de México,VII,2015,2018,PRD,PRD,PRD,1,1,2,,,,0,1,Salud y Asistencia Social,0,0,0
Ciudad de México,VII,2015,2018,MORENA,MORENA,MORENA,1,2,2,,,,0,0,,0,0,0
Ciudad de México,VII,2015,2018,MORENA,MORENA,MORENA,1,3,1,,,,0,1,Derechos Humanos,0,1,0
Ciudad de México,VII,2015,2018,MORENA,MORENA,MORENA,1,4,1,,,,0,0,,0,0,1
Ciudad de México,VII,2015,2018,MORENA,MORENA,MORENA,1,5,1,,,,0,0,,0,0,0
Ciudad de México,VII,2015,2018,MORENA,MORENA,MORENA,1,6,2,,,,0,0,,0,0,0
Ciudad de México,VII,2015,2018,MORENA,MORENA,MORENA,1,7,1,,,,0,0,,0,0,0
Ciudad de México,VII,2015,2018,PRD,PRD,PRD,1,8,1,,,,0,1,"Ciencia, Tecnología e Innovación",0,1,0
Ciudad de México,VII,2015,2018,MORENA,MORENA,MORENA,1,9,1,,,,0,0,,0,0,0
Ciudad de México,VII,2015,2018,PRD,PRD,PRD,1,10,2,,,,0,0,,0,0,0
Ciudad de México,VII,2015,2018,PRD,PRD,PRD,1,11,1,,,,0,1,"Normatividad Legislativa, Estudios y Prácticas Parlamentarias",1,0,0
Ciudad de México,VII,2015,2018,MORENA,MORENA,MORENA,1,12,1,,,,0,0,,0,0,0
Ciudad de México,VII,2015,2018,PAN,PAN,PAN,1,13,2,,,,0,1,Desarrollo e Infraestructura Urbana,0,0,0
Ciudad de México,VII,2015,2018,MORENA,MORENA,MORENA,1,14,2,,,,0,0,,0,0,0
Ciudad de México,VII,2015,2018,MORENA,MORENA,MORENA,1,15,1,,,,0,0,,0,0,0
Ciudad de México,VII,2015,2018,PAN,PAN,PAN,1,16,1,,,,0,1,Comisión Registral y Notarial,0,1,0
Ciudad de México,VII,2015,2018,PAN,PAN,PAN,1,17,1,,,,0,1,Asuntos Políticos Electorales,1,1,0
Ciudad de México,VII,2015,2018,PRD,PRD,PRD,1,18,1,,,,0,0,,0,1,0
Ciudad de México,VII,2015,2018,PRD,PRD,PRD,1,19,2,,,,0,1,Protección Civil,0,0,1
Ciudad de México,VII,2015,2018,PRI,PRI,PRI,1,20,1,,,,0,1,Administración Pública Local,1,1,0
Ciudad de México,VII,2015,2018,PRD,PRD,PRD,1,21,2,,,,0,1,"Movilidad, Transporte y Vialidad",0,0,0
Ciudad de México,VII,2015,2018,PANAL,PANAL,PANAL,1,22,1,,,,0,1,"Asuntos Indígenas, Pueblos y Barrios Originarios y Atención a Migrantes; Asuntos Laborales y Previsión Social",0,0,1
Ciudad de México,VII,2015,2018,PAN,PAN,PAN,1,23,1,,,,0,1,Transparencia a la Gestión,0,1,0
Ciudad de México,VII,2015,2018,PRD,PRD,PRD,1,24,2,,,,0,0,,0,0,0
Ciudad de México,VII,2015,2018,PT,PT,PT,1,25,1,,,,0,1,Fomento Económico,0,0,0
Ciudad de México,VII,2015,2018,PAN,PAN,PAN,1,26,1,,,,0,0,,0,0,0
Ciudad de México,VII,2015,2018,PRD,PRD,PRD,1,27,2,,,,0,1,Atención a la Niñez,0,0,0
Ciudad de México,VII,2015,2018,MORENA,MORENA,MORENA,1,28,2,,,,0,0,,0,0,0
Ciudad de México,VII,2015,2018,PRD,MORENA,MORENA,1,29,2,,,,0,0,,0,0,0
Ciudad de México,VII,2015,2018,MORENA,MORENA,MORENA,1,30,1,,,,0,0,,0,0,0
Ciudad de México,VII,2015,2018,PRD,PRD,PRD,1,31,1,,,,0,1,Vigilancia de la Auditoría Superior de la Ciudad de México,1,0,0
Ciudad de México,VII,2015,2018,PRD,PRD,PRD,1,32,1,,,,0,1,Presupuesto y Cuenta Pública,1,0,0
Ciudad de México,VII,2015,2018,PRI,PRI,PRI,1,33,1,,,,0,0,,0,1,0
Ciudad de México,VII,2015,2018,PRI,PRI,PRI,1,34,2,,,,0,1,Desarrollo Social,0,0,0
Ciudad de México,VII,2015,2018,MORENA,MORENA,MORENA,1,35,1,,,,0,0,,0,0,0
Ciudad de México,VII,2015,2018,MORENA,MORENA,MORENA,1,36,2,,,,0,0,,0,1,0
Ciudad de México,VII,2015,2018,MORENA,MORENA,MORENA,1,37,1,,,,0,0,,0,0,0
Ciudad de México,VII,2015,2018,MORENA,MORENA,MORENA,1,38,2,,,,0,0,,0,0,0
Ciudad de México,VII,2015,2018,MORENA,MORENA,MORENA,1,39,2,,,,0,0,,0,0,0
Ciudad de México,VII,2015,2018,MORENA,MORENA,MORENA,1,40,1,,,,0,0,,0,0,0
Ciudad de México,VII,2015,2018,PAN,PAN,PAN,2,,1,,,,0,0,,0,1,0
Ciudad de México,VII,2015,2018,PAN,PAN,PAN,2,,2,,,,0,1,Vigilancia y Evaluación de las Políticas y Programas Sociales,1,0,1
Ciudad de México,VII,2015,2018,PAN,PAN,PAN,2,,2,,,,0,1,Gestión Integral del Agua,0,0,0
Ciudad de México,VII,2015,2018,PAN,PAN,PAN,2,,1,,,,0,1,Seguridad Pública,1,0,0
Ciudad de México,VII,2015,2018,PAN,PAN,PAN,2,,1,,,,0,1,Hacienda,1,0,0
Ciudad de México,VII,2015,2018,PRI,PRI,PRI,2,,1,,,,0,0,,0,0,0
Ciudad de México,VII,2015,2018,PRI,PRI,PRI,2,,2,,,,0,1,Educación,0,0,0
Ciudad de México,VII,2015,2018,PRI,PRI,PRI,2,,2,,,,0,1,Uso y Aprovechamiento de Bienes y Servicios Públicos,0,0,0
Ciudad de México,VII,2015,2018,PRI,PRI,PRI,2,,1,,,,0,1,Administración y Procuración de Justicia,1,0,1
Ciudad de México,VII,2015,2018,PRI,PRI,PRI,2,,2,,,,0,1,Vivienda,0,0,0
Ciudad de México,VII,2015,2018,PRD,PRD,PRD,2,,1,,,,0,0,,0,0,0
Ciudad de México,VII,2015,2018,PRD,PRD,PRD,2,,2,,,,0,1,Atención a Grupos Vulnerables,0,0,0
Ciudad de México,VII,2015,2018,PRD,PRD,PRD,2,,2,,,,0,1,Juventud y Deporte,0,0,0
Ciudad de México,VII,2015,2018,PRD,PRD,PRD,2,,1,,,,0,1,Desarrollo Rural,0,0,0
Ciudad de México,VII,2015,2018,PES,PRD,PRD,2,,2,,,,0,1,Abasto y Distribución de Alimentos,0,0,0
Ciudad de México,VII,2015,2018,PES,PRD,PRD,2,,2,,,,0,1,Turismo,0,0,0
Ciudad de México,VII,2015,2018,PVEM,PVEM,PVEM,2,,1,,,,0,1,"Preservación del Medio Ambiente, Protección Ecológica y Cambio Climático",0,1,1
Ciudad de México,VII,2015,2018,PVEM,PVEM,PVEM,2,,2,,,,0,0,,0,0,0
Ciudad de México,VII,2015,2018,PVEM,PVEM,PVEM,2,,1,,,,0,1,Desarrollo Metropolitano,0,0,0
Ciudad de México,VII,2015,2018,MC,MC,MC,2,,1,,,,0,0,,0,1,1
Ciudad de México,VII,2015,2018,MC,MC,MC,2,,2,,,,0,1,Participación Ciudadana,0,0,0
Ciudad de México,VII,2015,2018,MC,MC,MC,2,,2,,,,0,1,Comisión para la Igualdad de Género,0,0,0
Ciudad de México,VII,2015,2018,MORENA,MORENA,MORENA,2,,2,,,,0,0,,0,0,0
Ciudad de México,VII,2015,2018,PH  ,PH,PH  ,2,,1,,,,0,0,,0,0,0
Ciudad de México,VII,2015,2018,PES,PES,PES,2,,1,,,,0,0,,0,0,1
Ciudad de México,VII,2015,2018,PES,PES,PES,2,,2,,,,0,1,Cultura,0,0,0
Ciudad de México,I,2018,2021,MORENA,MORENA,MORENA,1,1,1,,,,0,1,"Normatividad, Estudios y Prácticas Parlamentarias",1,0,0
Ciudad de México,I,2018,2021,MORENA,PT,PT,1,2,2,,,,0,1,Educación,0,0,0
Ciudad de México,I,2018,2021,MORENA,MORENA,MORENA,1,3,1,,,,0,1,Atención Especial a Víctimas,0,1,0
Ciudad de México,I,2018,2021,MORENA,MORENA,MORENA,1,4,1,,,,0,1,Puntos Constitucionales e Iniciativas Ciudadanas,1,0,0
Ciudad de México,I,2018,2021,MORENA,MORENA,MORENA,1,5,1,,,,0,0,,0,0,0
Ciudad de México,I,2018,2021,MORENA,MORENA,MORENA,1,6,2,,,,0,1,Alcaldías y Limites Territoriales,0,0,0
Ciudad de México,I,2018,2021,MORENA,MORENA,MORENA,1,7,2,,,,0,1,Administración Pública Local,1,0,0
Ciudad de México,I,2018,2021,MORENA,MORENA,MORENA,1,8,1,,,,0,0,,0,0,0
Ciudad de México,I,2018,2021,MORENA,MORENA,MORENA,1,9,1,,,,0,1,Derechos Humanos,0,0,0
Ciudad de México,I,2018,2021,MORENA,MORENA,MORENA,1,10,2,,,,0,1,Presupuesto y Cuenta Pública,1,0,0
Ciudad de México,I,2018,2021,MORENA,MORENA,MORENA,1,11,2,,,,0,1,Salud,0,0,0
Ciudad de México,I,2018,2021,MORENA,MORENA,MORENA,1,12,1,,,,0,1,Rendición de Cuentas y Vigilancia de la ASCdeMex,1,0,0
Ciudad de México,I,2018,2021,PAN,PAN,PAN,1,13,1,,,,0,1,Planeación del Desarrollo,0,0,0
Ciudad de México,I,2018,2021,MORENA,MORENA,MORENA,1,14,1,,,,0,0,,0,0,0
Ciudad de México,I,2018,2021,MORENA,PT,PT,1,15,1,,,,0,0,,0,1,0
Ciudad de México,I,2018,2021,MORENA,MORENA,MORENA,1,16,2,,,,0,1,Derechos Culturales,0,0,0
Ciudad de México,I,2018,2021,PAN,PAN,PAN,1,17,1,,,,0,1,Puntos Constitucionales e Iniciativas Ciudadanas,1,0,0
Ciudad de México,I,2018,2021,MORENA,MORENA,MORENA,1,18,2,,,,0,1,Hacienda,1,0,0
Ciudad de México,I,2018,2021,MORENA,MORENA,MORENA,1,19,2,,,,0,1,"Pueblos, Barrios Originarios y Comunidades Indígenas Residentes",0,0,0
Ciudad de México,I,2018,2021,MORENA,MORENA,MORENA,1,20,1,,,,0,1,Administración y Procuración de Justicia,1,0,0
Ciudad de México,I,2018,2021,PES,PES,PES,1,21,1,,,,0,0,,0,0,0
Ciudad de México,I,2018,2021,MORENA,MORENA,MORENA,1,22,2,,,,0,1,Reconstrucción,0,0,0
Ciudad de México,I,2018,2021,MORENA,MORENA,MORENA,1,23,2,,,,0,1,Derechos Culturales,0,0,0
Ciudad de México,I,2018,2021,MORENA,MORENA,MORENA,1,24,1,,,,0,0,,0,0,0
Ciudad de México,I,2018,2021,PT,PT,PT,1,25,2,,,,0,1,Puntos Constitucionales e Iniciativas Ciudadanas,1,0,1
Ciudad de México,I,2018,2021,MORENA,MORENA,MORENA,1,26,2,,,,0,1,Seguridad Ciudadana,0,0,0
Ciudad de México,I,2018,2021,MORENA,MORENA,MORENA,1,27,2,,,,0,1,"Inclusión, Bienestar Social y Exigilidad de Derechos Sociales",0,0,0
Ciudad de México,I,2018,2021,MORENA,MORENA,MORENA,1,28,2,,,,0,0,,0,0,0
Ciudad de México,I,2018,2021,MORENA,MORENA,MORENA,1,29,1,,,,0,1,Movilidad Sustentable,0,0,0
Ciudad de México,I,2018,2021,MORENA,MORENA,MORENA,1,30,1,,,,0,0,,0,0,0
Ciudad de México,I,2018,2021,MORENA,MORENA,MORENA,1,31,2,,,,0,1,Gestión Integral del Agua,0,0,0
Ciudad de México,I,2018,2021,MORENA,MORENA,MORENA,1,32,1,,,,0,1,Transparencia y Combate a la Corrupción,0,0,0
Ciudad de México,I,2018,2021,MORENA,MORENA,MORENA,1,33,2,,,,0,0,,0,0,0
Ciudad de México,I,2018,2021,PAN,PAN,PAN,2,,1,,,,0,0,,0,0,1
Ciudad de México,I,2018,2021,PAN,PAN,PAN,2,,2,,,,0,1,"Asuntos Laborales, Trabajo y Previsión Social",0,1,0
Ciudad de México,I,2018,2021,PAN,PAN,PAN,2,,1,,,,0,1,Asuntos Político-Electorales,1,0,0
Ciudad de México,I,2018,2021,PAN,PAN,PAN,2,,1,,,,0,0,,0,0,0
Ciudad de México,I,2018,2021,PAN,PAN,PAN,2,,2,,,,0,1,Turismo,0,1,0
Ciudad de México,I,2018,2021,PRI,PRI,PRI,2,,1,,,,0,0,,0,0,1
Ciudad de México,I,2018,2021,PRI,PRI,PRI,2,,1,,,,0,1,Protección a Periodistas,0,0,0
Ciudad de México,I,2018,2021,PRI,PRI,PRI,2,,2,,,,0,1,"Cultura Física, Recreación y Deporte",0,0,0
Ciudad de México,I,2018,2021,PRI,PT,PT,2,,2,,,,0,1,"Cultura Física, Recreación y Deporte",0,0,0
Ciudad de México,I,2018,2021,PRI,PRI,PRI,2,,1,,,,0,1,Atención al Desarrollo de la Niñez,0,0,0
Ciudad de México,I,2018,2021,PRD,PRD,PRD,2,,2,,,,0,1,"Cultura Física, Recreación y Deporte",0,0,0
Ciudad de México,I,2018,2021,PRD,PRD,PRD,2,,1,,,,0,0,,0,0,0
Ciudad de México,I,2018,2021,PT,PT,PT,2,,2,,,,0,0,,0,0,0
Ciudad de México,I,2018,2021,PT,PT,PT,2,,2,,,,0,1,Desarrollo Económico,1,0,0
Ciudad de México,I,2018,2021,MORENA,MORENA,MORENA,2,,2,,,,0,1,Juventud,0,0,0
Ciudad de México,I,2018,2021,MORENA,MORENA,MORENA,2,,2,,,,0,1,Igualdad de Género,0,0,0
Ciudad de México,I,2018,2021,MORENA,MORENA,MORENA,2,,2,,,,0,0,,0,0,0
Ciudad de México,I,2018,2021,MORENA,MORENA,MORENA,2,,1,,,,0,0,,0,0,0
Ciudad de México,I,2018,2021,MORENA,MORENA,MORENA,2,,1,,,,0,0,,0,0,0
Ciudad de México,I,2018,2021,PRI,PRI,PRI,2,,1,,,,0,1,Abasto y Distribución de Alimentos,0,0,0
