1_ent,4_no_leg,5_ini_leg,6_fin_leg,8_ople_coal,9_part_ini,10_part_revisado,11_tier,13_distrito_local,14_genero,15_autoadscrip,16_aff_act,17_tipo_cand,19_reelec,20_pres_com,21_com_preside,22_pres_jeps,23_pres_mesa,24_coord_bancada
Aguascalientes,LXIII,2016,2018,PRI,PRI,PRI,1,1,2,,,,0,1,Juventud,0,0,0
Aguascalientes,LXIII,2016,2018,PRI,PRI,PRI,1,2,1,,,,0,1,Fomento Cooperativo y Economía Social,0,0,0
Aguascalientes,LXIII,2016,2018,PRI,PRI,PRI,1,3,2,,,,0,1,Equidad de Género,0,0,0
Aguascalientes,LXIII,2016,2018,PVEM,PVEM,PVEM,1,4,2,,,,0,1,Desarrollo Metropolitano y Zonas Conurbadas,0,0,0
Aguascalientes,LXIII,2016,2018,PAN,PAN,PAN,1,5,1,,,,0,1,Desarrollo Social,0,0,0
Aguascalientes,LXIII,2016,2018,PAN,PAN,PAN,1,6,1,,,,0,1,Gobernación y Puntos Constitucionales,1,1,0
Aguascalientes,LXIII,2016,2018,PAN,PAN,PAN,1,7,2,,,,0,1,Transporte Público,0,0,0
Aguascalientes,LXIII,2016,2018,PAN,PAN,PAN,1,8,1,,,,0,1,Justicia/Seguridad Pública,1,1,0
Aguascalientes,LXIII,2016,2018,PAN,PAN,PAN,1,9,2,,,,0,1,"Planeación, Desarrollo Urbano y Obras Públicas",0,0,0
Aguascalientes,LXIII,2016,2018,PAN,PAN,PAN,1,10,2,,,,0,1,Salud Pública y Asistencia Social,0,0,0
Aguascalientes,LXIII,2016,2018,PAN,PAN,PAN,1,11,1,,,,0,0,,0,1,1
Aguascalientes,LXIII,2016,2018,PRI,PRI,PRI,1,12,2,,,,0,1,Asuntos Electorales,1,0,0
Aguascalientes,LXIII,2016,2018,PAN,PAN,PAN,1,13,2,,,,0,1,Familia,0,0,0
Aguascalientes,LXIII,2016,2018,PAN,PAN,PAN,1,14,1,,,,0,1,Reglamentos y Prácticas Parlamentarias/Derechos Humanos,1,1,0
Aguascalientes,LXIII,2016,2018,PANAL,PANAL,PANAL,1,15,2,,,,0,1,Desarrollo Económico y Turismo,1,0,0
Aguascalientes,LXIII,2016,2018,PANAL,PANAL,PANAL,1,16,2,,,,0,1,Desarrollo Agropecuario,0,0,1
Aguascalientes,LXIII,2016,2018,PAN,PAN,PAN,1,17,2,,,,0,0,,0,0,0
Aguascalientes,LXIII,2016,2018,PAN,PAN,PAN,1,18,1,,,,0,1,Recursos Hidráulicos,0,0,0
Aguascalientes,LXIII,2016,2018,PAN,PAN,PAN,2,,1,,,,0,1,Vigilancia,1,0,0
Aguascalientes,LXIII,2016,2018,PRI,PRI,PRI,2,,1,,,,0,1,Los Servidores Públicos,0,0,1
Aguascalientes,LXIII,2016,2018,PRD,PRD,PRD,2,,1,,,,0,1,Ciencia y Tecnología,0,0,0
Aguascalientes,LXIII,2016,2018,PANAL,PANAL,PANAL,2,,1,,,,0,1,Recreación y Deporte,0,0,0
Aguascalientes,LXIII,2016,2018,MORENA,MORENA,MORENA,2,,1,,,,0,1,Fortalecimiento Municipal,0,0,0
Aguascalientes,LXIII,2016,2018,PVEM,PVEM,PVEM,2,,1,,,,0,1,Comisión del Medio Ambiente y Recursos Naturales,0,0,1
Aguascalientes,LXIII,2016,2018,PES,PES,PES,2,,1,,,,0,1,Educación y Cultura,0,0,0
Aguascalientes,LXIII,2016,2018,PAN,PAN,PAN,2,,2,,,,0,0,,0,0,0
Aguascalientes,LXIII,2016,2018,PRI,PRI,PRI,2,,2,,,,0,1,"Asuntos Migratorios, Relaciones Internacionales e Interinstitucionales",0,0,0
Aguascalientes,LXIV,2018,2021,MC,MC,MC,1,1,2,,,,0,1,Igualdad de Género,0,0,0
Aguascalientes,LXIV,2018,2021,PT,MORENA,MORENA,1,2,1,,,,0,1,Desarrollo Social,0,0,1
Aguascalientes,LXIV,2018,2021,PRD,PRD,PRD,1,3,1,,,,0,1,Gobernación/Puntos Constitucionales,1,0,0
Aguascalientes,LXIV,2018,2021,PAN,PAN,PAN,1,4,2,,,,1,1,Reglamentos y Prácticas Parlamentarias,1,0,0
Aguascalientes,LXIV,2018,2021,PAN,PAN,PAN,1,5,1,,,,1,1,Desarrollo Social,0,0,0
Aguascalientes,LXIV,2018,2021,PAN,PAN,PAN,1,6,1,,,,1,0,,0,0,1
Aguascalientes,LXIV,2018,2021,PAN,PAN,PAN,1,7,2,,,,1,1,Seguridad Pública y Ciudadana,1,0,0
Aguascalientes,LXIV,2018,2021,PAN,PAN,PAN,1,8,1,,,,0,0,,0,0,0
Aguascalientes,LXIV,2018,2021,PAN,PAN,PAN,1,9,2,,,,0,1,Asuntos Políticos y Electorales,1,0,0
Aguascalientes,LXIV,2018,2021,PAN,PAN,PAN,1,10,1,,,,0,1,Justicia,1,1,0
Aguascalientes,LXIV,2018,2021,PAN,PAN,PAN,1,11,1,,,,1,1,Justicia,1,0,1
Aguascalientes,LXIV,2018,2021,MORENA,MORENA,MORENA,1,12,1,,,,0,1,Economía,1,0,0
Aguascalientes,LXIV,2018,2021,PAN,PAN,PAN,1,13,2,,,,1,0,,0,1,0
Aguascalientes,LXIV,2018,2021,PAN,PAN,PAN,1,14,1,,,,0,1,Hacienda/Fiscalización/Presupuesto/Vigilancia,1,1,0
Aguascalientes,LXIV,2018,2021,MORENA,MORENA,MORENA,1,15,2,,,,0,0,,0,0,0
Aguascalientes,LXIV,2018,2021,PES,PES,PES,1,16,2,,,,0,1,Derechos Humanos,0,0,0
Aguascalientes,LXIV,2018,2021,PAN,PAN,PAN,1,17,2,,,,0,0,,0,0,0
Aguascalientes,LXIV,2018,2021,PAN,PAN,PAN,1,18,2,,,,0,0,,0,0,0
Aguascalientes,LXIV,2018,2021,PVEM,PVEM,PVEM,2,,1,,,,1,1,Medio Ambiente,0,0,0
Aguascalientes,LXIV,2018,2021,PRI,PRI,PRI,2,,1,,,,0,0,,0,0,0
Aguascalientes,LXIV,2018,2021,PANAL,PANAL,PANAL,2,,1,,,,0,1,Educación,0,0,0
Aguascalientes,LXIV,2018,2021,MORENA,MORENA,MORENA,2,,1,,,,0,1,"Asuntos Migratorios, Relaciones Internacionales e Interinstitucionales",0,0,0
Aguascalientes,LXIV,2018,2021,MORENA,MORENA,MORENA,2,,2,,,,0,1,Municipios,0,0,1
Aguascalientes,LXIV,2018,2021,PRI,PRI,PRI,2,,2,,,,0,1,Salud,0,0,0
Aguascalientes,LXIV,2018,2021,MORENA,PES,MORENA,2,,2,,,,0,0,,0,0,0
Aguascalientes,LXIV,2018,2021,PRI,PRI,PRI,2,,2,,,,1,1,Ciencia y Tecnología,0,0,1
Aguascalientes,LXIV,2018,2021,PRI,PRI,PRI,2,,2,,,,0,1,Ciencia y Tecnología,0,0,0
Aguascalientes,LXV,2021,2024,PT,PT,PT,1,1,1,,,,0,1,Comisión de Lucha contra la Trata de Personas,0,0,0
Aguascalientes,LXV,2021,2024,MORENA,MORENA,MORENA,1,2,1,,,,0,1,"Comisión de Asuntos Migratorios, Relaciones Internacionales e Interinstitucionales",0,0,1
Aguascalientes,LXV,2021,2024,PRD,PRD,PRD,1,3,1,,,,0,1,"Comisión de Fortalecimiento Municipal, Desarrollo Metropolitano y Zonas Conurbadas",0,0,0
Aguascalientes,LXV,2021,2024,PAN,PAN,PAN,1,4,1,,,,0,0,,0,0,0
Aguascalientes,LXV,2021,2024,PAN,PAN,PAN,1,5,1,,,,0,1,Comisión de Educación y Cultura,0,1,0
Aguascalientes,LXV,2021,2024,PAN,PAN,PAN,1,6,1,,,,0,1,Comisión de Vigilancia,1,0,0
Aguascalientes,LXV,2021,2024,PAN,PAN,PAN,1,7,2,,,,0,1,Comisión de Desarrollo Social,0,0,0
Aguascalientes,LXV,2021,2024,PAN,PAN,PAN,1,8,1,,,,0,1,Comisión de Justicia,1,0,1
Aguascalientes,LXV,2021,2024,PAN,PAN,PAN,1,9,2,,,,0,1,"Comisión de Desarrollo Económico, Fomento Cooperativo y Turismo",1,0,0
Aguascalientes,LXV,2021,2024,PRD,MC,MC,1,10,2,,,,0,1,Comisión de la Familia y Derechos de la Niñez,0,0,0
Aguascalientes,LXV,2021,2024,PAN,PAN,PAN,1,11,2,,,,0,1,Comisión de Seguridad Pública,1,0,0
Aguascalientes,LXV,2021,2024,PRD,PRD,PRD,1,12,2,,,,0,1,Comisión de Igualdad Sustantiva y Equidad de Género,0,0,0
Aguascalientes,LXV,2021,2024,PAN,PAN,PAN,1,13,2,,,,0,1,Comisión de Desarrollo Agropecuario,0,0,0
Aguascalientes,LXV,2021,2024,PAN,PAN,PAN,1,14,1,,,,1,0,,0,0,0
Aguascalientes,LXV,2021,2024,PAN,PAN,PAN,1,15,2,,,,0,1,Comisión de Transporte Público,0,0,0
Aguascalientes,LXV,2021,2024,PRD,PRD,PRD,1,16,1,,,,0,1,Comisión de Asuntos Electorales,1,0,1
Aguascalientes,LXV,2021,2024,PAN,PAN,PAN,1,17,1,,,,0,1,"Comisión de Planeación, Desarrollo Urbano y Obras Públicas",0,0,0
Aguascalientes,LXV,2021,2024,PAN,PAN,PAN,1,18,1,,,,0,1,Comisión de Reglamentos y Prácticas,1,0,0
Aguascalientes,LXV,2021,2024,PAN,PAN,PAN,2,,2,,,,0,1,Comisión de Gobernación y Puntos Constitucionales,1,1,0
Aguascalientes,LXV,2021,2024,MORENA,MORENA,MORENA,2,,2,,,,0,1,Comisión de Ciencia y Tecnología,0,0,0
Aguascalientes,LXV,2021,2024,PRI,PRI,PRI,2,,2,,,,0,1,Comisión de Salud Pública y Asistencia Social,0,0,0
Aguascalientes,LXV,2021,2024,MC,MC,MC,2,,2,,,,0,1,Comisión de Transparencia y Anticorrupción,0,0,1
Aguascalientes,LXV,2021,2024,PVEM,PVEM,PVEM,2,,2,,,,0,1,"Comisión de Medio Ambiente, Recursos Naturales y Cambio Climático",0,0,0
Aguascalientes,LXV,2021,2024,MORENA,MORENA,MORENA,2,,2,,,,0,1,Comisión de Derechos Humanos,0,0,0
Aguascalientes,LXV,2021,2024,MORENA,MORENA,MORENA,2,,2,,,,0,1,Comisión de Postulaciones,0,0,0
Aguascalientes,LXV,2021,2024,MORENA,MORENA,MORENA,2,,3,,,,0,1,Comisión de Juventud,0,0,0
Aguascalientes,LXV,2021,2024,MORENA,MORENA,MORENA,2,,1,,,,0,1,Comisión de Recreación y Deporte,0,0,0
Aguascalientes,LXVI,2024,2027,PAN,PAN,PAN,1,1,1,,,,0,1,Ciencia y Tecnología,0,0,0
Aguascalientes,LXVI,2024,2027,PAN,PAN,PAN,1,2,2,,,,0,1,"Asuntos Migratorios, Relaciones Internacionales e Interinstitucionales",0,0,0
Aguascalientes,LXVI,2024,2027,PRD,PRD,PRD,1,3,1,,,,0,1,Desarrollo Agropecuario,0,0,0
Aguascalientes,LXVI,2024,2027,PAN,PAN,PAN,1,4,2,,,,0,1,"Fortalecimiento Municipal, Desarrollo Metropolitano y Zonas Conurbadas",0,0,0
Aguascalientes,LXVI,2024,2027,PAN,PAN,PAN,1,5,1,,,,0,1,Movilidad Sustentable y Transporte,0,0,0
Aguascalientes,LXVI,2024,2027,PAN,PAN,PAN,1,6,1,,,,0,1,"Desarrollo Económico, Fomento Cooperativo y Turismo",1,0,0
Aguascalientes,LXVI,2024,2027,PAN,PAN,PAN,1,7,2,,,,1,1,Derechos Humanos,0,0,0
Aguascalientes,LXVI,2024,2027,PAN,PAN,PAN,1,8,1,,,,1,1,Desarrollo Social,0,0,0
Aguascalientes,LXVI,2024,2027,PRD,PAN,PAN,1,9,2,,1,Discapacidad Permanente,1,1,Salud Pública y Asistencia Social,0,0,1
Aguascalientes,LXVI,2024,2027,PAN,PAN,PAN,1,10,2,,,,1,1,Seguridad Pública y Protección Civil,1,0,0
Aguascalientes,LXVI,2024,2027,PAN,PAN,PAN,1,11,2,,,,0,1,Gobernación y Puntos Constitucionales,1,0,0
Aguascalientes,LXVI,2024,2027,PRI,PRI,PRI,1,12,2,,,,0,1,Educación y Cultura,0,1,0
Aguascalientes,LXVI,2024,2027,PRD,PAN,PAN,1,13,2,,,,1,1,Recursos Hidráulicos,0,0,0
Aguascalientes,LXVI,2024,2027,PAN,PAN,PAN,1,14,1,1,,Persona Joven,0,1,Justicia,1,0,0
Aguascalientes,LXVI,2024,2027,PAN,PAN,PAN,1,15,3,,1,"Diversidad sexual y de
género",0,1,Vigilancia,1,0,0
Aguascalientes,LXVI,2024,2027,PRD,PRD,PRD,1,16,1,,,,1,1,Asuntos Electorales,1,0,1
Aguascalientes,LXVI,2024,2027,PAN,PAN,PAN,1,17,1,,,,1,1,"Planeación, Desarrollo Urbano y Obras Públicas",0,0,0
Aguascalientes,LXVI,2024,2027,PAN,PAN,PAN,1,18,2,,,,0,1,la Familia y Derechos de la Niñez,0,0,0
Aguascalientes,LXVI,2024,2027,MORENA,MORENA,MORENA,2,,1,,1,Discapacidad Permanente,0,1,Postulaciones,0,0,0
Aguascalientes,LXVI,2024,2027,MORENA,MORENA,MORENA,2,,2,,,,0,1,Igualdad Sustantiva y Equidad de Género,0,0,0
Aguascalientes,LXVI,2024,2027,MORENA,MORENA,MORENA,2,,1,,,,0,1,los Servidores Públicos,0,0,1
Aguascalientes,LXVI,2024,2027,MC,MC,MC,2,,2,,,,0,1,Transparencia y Anticorrupción,0,0,1
Aguascalientes,LXVI,2024,2027,PVEM,PVEM,PVEM,2,,2,1,,Discapacidad,1,1,"Medio Ambiente, Recursos Naturales y Cambio Climático",0,0,0
Aguascalientes,LXVI,2024,2027,MORENA,MORENA,MORENA,2,,2,,,,1,1,Reglamentos y Prácticas,1,0,0
Aguascalientes,LXVI,2024,2027,MORENA,MORENA,MORENA,2,,2,1,,Discapacidad,0,0,,0,0,0
Aguascalientes,LXVI,2024,2027,MORENA,MORENA,MORENA,2,,3,,1,Diversidad sexual y de género,0,1,Recreación y Deporte,0,0,0
Aguascalientes,LXVI,2024,2027,MORENA,MORENA,MORENA,2,,2,,1,Pueblos y comunidades indígenas,0,1,Lucha contra la Trata de Personas,0,0,0
Baja California,XXII,2016,2019,PAN,PAN,PAN,1,1,2,,,,0,1,Comisiòn de Derechos Humanos ,0,0,0
Baja California,XXII,2016,2019,PAN,PAN,PAN,1,2,2,,,,0,1,Comisiòn de Fscalizaciòn del Gasto Pùblico ,0,0,0
Baja California,XXII,2016,2019,PAN,PAN,PAN,1,3,2,,,,0,1,Comisiòn de Justicia ,1,0,0
Baja California,XXII,2016,2019,PAN,PAN,PAN,1,4,1,,,,0,1,Comisiòn de Administraciòn y Finanzas ,1,0,0
Baja California,XXII,2016,2019,PAN,PAN,PAN,1,5,1,,,,0,1,"Comisiòn de Gobernaciòn, Legislaciòn y Puntos Constitucionales ",1,0,0
Baja California,XXII,2016,2019,PAN,PAN,PAN,1,6,1,,,,0,1,"Comisiòn de Agricultura, Ganaderìa, Asuntos Portuarios y Pesca ",0,0,0
Baja California,XXII,2016,2019,PVEM,PRI,PRI,1,7,1,,,,0,1,Comisiòn de Medio Ambiente  ,0,1,1
Baja California,XXII,2016,2019,PAN,PAN,PAN,1,8,2,,,,0,1,"Comisiòn de Grupos Vulnerables, Familia, Derechos de Personas de la Tercera Edad, Niñez y Discapacidad ",0,0,0
Baja California,XXII,2016,2019,PAN,PAN,PAN,1,9,2,,,,0,1,Comisiòn de Comunicaciòn Social y Relaciones Pùblicas ,0,0,0
Baja California,XXII,2016,2019,PAN,PAN,PAN,1,10,1,,,,0,1,Comisiòn de Salud ,0,0,0
Baja California,XXII,2016,2019,PAN,PAN,PAN,1,11,2,,,,0,1,Comisiòn de Hacienda y Presupuesto ,1,0,0
Baja California,XXII,2016,2019,PAN,PAN,PAN,1,12,1,,,,0,1,Comisiòn de Fortalecimiento Municipal ,0,1,0
Baja California,XXII,2016,2019,PAN,PAN,PAN,1,13,1,,,,0,1,Comisiòn de Participaciòn Ciudadana y Parlamento Abierto ,0,1,1
Baja California,XXII,2016,2019,PT,PT,PT,1,14,2,,,,0,1,Comisiòn de Trabajo y Previsiòn Social,0,0,0
Baja California,XXII,2016,2019,PRI,PRI,PRI,1,15,1,,,,0,1,"Comisiòn de Desarrollo Social, Deporte y Asuntos Indìgenas ",0,0,1
Baja California,XXII,2016,2019,PVEM,PRI,PRI,1,16,1,,,,0,1,Comisiòn de Reforma del Estado y Jurisdiccional ,0,0,0
Baja California,XXII,2016,2019,PAN,PAN,PAN,1,17,1,,,,0,1,"Comisiòn de Desarrollo Urbano, Vivienda y Ordenamiento Territorial ",0,1,1
Baja California,XXII,2016,2019,PRI,PRI,PRI,2,,1,,,,0,1,Comisiòn de Energìa y Recursos Hidràulicos ,0,1,0
Baja California,XXII,2016,2019,PRI,PRI,PRI,2,,2,,,,0,1,"Comisiòn de Igualdad entre Mujeres, Hombres y Juventud ",0,0,0
Baja California,XXII,2016,2019,MORENA,MORENA,MORENA,2,,1,,,,0,1,"Comisiòn de Educaciòn, Cultura, Ciencia y Tecnologìa ",0,0,1
Baja California,XXII,2016,2019,MORENA,MORENA,MORENA,2,,1,,,,0,1,Comisiòn de Asuntos Fronterizos y Migratorios ,0,0,0
Baja California,XXII,2016,2019,PES,PES,PES,2,,1,,,,0,1,"Comisiòn de Desarrollo Metropolitano, Conurbaciòn, Infraestructura, Comunicaciones y Transportes ",0,0,0
Baja California,XXII,2016,2019,MC,MC,MC,2,,1,,,,0,1,Comisiòn de Seguridad Pùblica y Protecciòn Civil ,1,1,0
Baja California,XXII,2016,2019,PBC,PBC,PBC,2,,1,,,,0,1,Comisiòn de Desarrollo Econòmico y Comerci Binacional ,1,0,0
Baja California,XXII,2016,2019,PRD,PRD,PRD,2,,2,,,,0,1,Comisiòn de Turismo ,0,1,0
Baja California,XXIII,2019,2021,MORENA,MORENA,MORENA,1,1,1,,,,0,1,"Agricultura, Ganadería, Asuntos Portuarios y Pesca",0,0,0
Baja California,XXIII,2019,2021,MORENA,MORENA,MORENA,1,2,1,,,,0,1,Administración y Finanzas,1,0,0
Baja California,XXIII,2019,2021,MORENA,MORENA,MORENA,1,3,2,,,,0,1,"Educación, Cultura, Ciencia y Tecnología",0,0,1
Baja California,XXIII,2019,2021,MORENA,MORENA,MORENA,1,4,2,,,,0,1,Fiscalización del Gasto Público,1,1,0
Baja California,XXIII,2019,2021,MORENA,MORENA,MORENA,1,5,1,,,,0,1,"Gobernación, Legislación y Puntos Constitucionales",1,0,0
Baja California,XXIII,2019,2021,PVEM,PVEM,PVEM,1,6,1,,,,0,1,Medio Ambiente y Desarrollo Sustentable,0,0,1
Baja California,XXIII,2019,2021,PT,PT,PT,1,7,1,,,,0,1,Asistencia Social y Deporte,0,1,1
Baja California,XXIII,2019,2021,MORENA,MORENA,MORENA,1,8,1,,,,1,1,Justicia/Seguridad Pública y Protección Civil,1,1,0
Baja California,XXIII,2019,2021,MORENA,MORENA,MORENA,1,9,2,,,,0,1,Desarrollo Social y Asuntos Indígenas,0,0,0
Baja California,XXIII,2019,2021,MORENA,MORENA,MORENA,1,10,2,,,,0,1,"Igualdad entre Mujeres, Hombres y Juventud",0,0,0
Baja California,XXIII,2019,2021,Partido Transformemos,Partido Transformemos,Partido Transformemos,1,11,1,,,,1,1,Asuntos Fronterizos y Migratorios,0,1,1
Baja California,XXIII,2019,2021,MORENA,MORENA,MORENA,1,12,1,,,,1,0,,0,1,0
Baja California,XXIII,2019,2021,MORENA,MORENA,MORENA,1,13,2,,,,0,1,Salud,0,0,1
Baja California,XXIII,2019,2021,MORENA,MORENA,MORENA,1,14,2,,,,0,1,Comunicación Social y Relaciones Públicas,0,0,0
Baja California,XXIII,2019,2021,MORENA,MORENA,MORENA,1,15,2,,,,0,1,Hacienda y Presupuesto,1,0,1
Baja California,XXIII,2019,2021,PT,PT,PT,1,16,2,,,,1,1,Reforma del Estado y Jurisdiccional,1,1,0
Baja California,XXIII,2019,2021,MORENA,MORENA,MORENA,1,17,2,,,,0,1,Fortalecimiento Municipal,0,0,0
Baja California,XXIII,2019,2021,PAN,PAN,PAN,2,,2,,,,0,1,Trabajo y Previsión Social,0,0,1
Baja California,XXIII,2019,2021,PAN,PAN,PAN,2,,2,,,,1,1,"Desarrollo Urbano, Vivienda y Ordenamiento Territorial",0,0,1
Baja California,XXIII,2019,2021,PAN,PAN,PAN,2,,1,,,,0,1,Turismo,0,0,1
Baja California,XXIII,2019,2021,PRD,PRD,PRD,2,,1,,,,0,1,"Por los Derechos de las Personas con Discapacidad, Adultos Mayores y Niñez",0,1,1
Baja California,XXIII,2019,2021,PAN,PAN,PAN,2,,2,,,,1,1,"Derechos Humanos, Familia y Asuntos Religiosos",0,0,1
Baja California,XXIII,2019,2021,MC,MC,MC,2,,1,,,,0,1,Energía y Recursos Hidráulicos,0,0,1
Baja California,XXIII,2019,2021,PRI,PRI,PRI,2,,1,,,,0,1,Participación Ciudadana y Modernización del Congreso,0,0,1
Baja California,XXIII,2019,2021,PBC,PBC,PBC,2,,1,,,,0,1,Desarrllo Económico y Comercio Binacional,0,0,1
Baja California,XXIV,2021,2024,MORENA,MORENA,MORENA,1,1,1,,,,0,1,"Comisión de Agricultura, Ganadería, Asuntos Portuarios y Pesca",0,0,0
Baja California,XXIV,2021,2024,MORENA,MORENA,MORENA,1,2,1,,,,1,1,Comisión de Administración y Finanzas,1,0,0
Baja California,XXIV,2021,2024,MORENA,MORENA,MORENA,1,3,2,,,,0,1,Comisión de Fiscalización del Gasto Público,0,1,0
Baja California,XXIV,2021,2024,MORENA,MORENA,MORENA,1,4,2,,,,0,1,"Comisión de Igualdad entre Mujeres, Hombres y Juventud",0,0,0
Baja California,XXIV,2021,2024,MORENA,MORENA,MORENA,1,5,1,,,,1,1,"Comisión de Gobernación, Legislación y Puntos Constitucionales",1,1,0
Baja California,XXIV,2021,2024,PVEM,PVEM,PVEM,1,6,1,,,,0,1,Comisión de Energía y Recursos Hidráulicos,0,0,1
Baja California,XXIV,2021,2024,PT,PT,PT,1,7,1,,,,1,1,Comisión de Asistencia Social y Deporte,0,0,0
Baja California,XXIV,2021,2024,MORENA,MORENA,MORENA,1,8,1,,,,0,1,Comisión de Justicia,1,0,0
Baja California,XXIV,2021,2024,PT,PT,PT,1,9,1,,,,0,1,"Comisión de Desarrollo Urbano, Vivienda y Ordenamiento Territorial",0,0,1
Baja California,XXIV,2021,2024,MORENA,MORENA,MORENA,1,10,2,,,,1,1,Comisión de Hacienda y Presupuesto,1,1,0
Baja California,XXIV,2021,2024,MORENA,MORENA,MORENA,1,11,2,,,,0,1,Comisión de Desarrollo Social y Asuntos Indígenas,0,0,0
Baja California,XXIV,2021,2024,MORENA,MORENA,MORENA,1,12,1,,,,0,1,"Comisión de Desarrollo Metropolitano, Conburbación e Infraestructura, Comunicaciones y Transportes",0,0,0
Baja California,XXIV,2021,2024,MORENA,MORENA,MORENA,1,13,2,,,,0,1,"Comisión de Por los Derechos de las Personas con Discapacidad, Adultos Mayores y Niñez",0,0,0
Baja California,XXIV,2021,2024,MORENA,MORENA,MORENA,1,14,2,,,,1,1,Comisión de Comunicación Social y Relaciones Públicas,0,0,0
Baja California,XXIV,2021,2024,MORENA,MORENA,MORENA,1,15,2,,,,0,1,Comisión de Reforma del Estado y Jurisdiccional,1,0,1
Baja California,XXIV,2021,2024,PT,PT,PT,1,16,2,,,,1,1,Comisión de Turismo,0,0,0
Baja California,XXIV,2021,2024,MORENA,MORENA,MORENA,1,17,2,,,,0,1,"Comisión de Educación, Cultura, Ciencia y Tecnología",0,0,0
Baja California,XXIV,2021,2024,PES,PES,PES,2,,2,,,,0,1,Comisión de Salud,0,0,1
Baja California,XXIV,2021,2024,PES,PES,PES,2,,1,,,,0,1,Comisión de Trabajo y Previsión Social,0,0,0
Baja California,XXIV,2021,2024,PES,PES,PES,2,,2,,,,0,1,Comisión de Seguridad Pública y Protección Civil,1,0,0
Baja California,XXIV,2021,2024,PAN,PAN,PAN,2,,2,,,,0,1,Comisión de Derechos Humanos,0,0,1
Baja California,XXIV,2021,2024,PAN,PAN,PAN,2,,1,,,,0,1,Comisión de Medio Ambiente y Desarrollo Sustentab,0,0,0
Baja California,XXIV,2021,2024,PAN,PAN,PAN,2,,2,,,,0,1,Comisión de Participación Ciudadana y Modernización del Congreso,0,0,0
Baja California,XXIV,2021,2024,PRI,PRI,PRI,2,,1,,,,0,1,Comisión de Asuntos Fronterizos y Migratorios,0,0,1
Baja California,XXIV,2021,2024,MC,MC,MC,2,,2,,,,0,1,Comisión de Desarrollo Económico y Comercio Binacional,1,0,1
Baja California,XXV,2024,2027,MORENA,Morena,MORENA,1,1,2,,,,0,1,"Bienestar, Derechos de la Niñez, Juventudes, Personas con Discapacidad y Adultos Mayores",0,0,0
Baja California,XXV,2024,2027,MORENA,Morena,MORENA,1,2,1,,1,Comunidad LGBTTIIQA+.,0,1,Administración y Finanzas,1,0,0
Baja California,XXV,2024,2027,MORENA,Morena,MORENA,1,3,2,,,,1,1,Fiscalización del Gasto Público,1,0,0
Baja California,XXV,2024,2027,MORENA,Morena,MORENA,1,4,2,,,,1,1,Igualdad De Género,0,0,0
Baja California,XXV,2024,2027,MORENA,Morena,MORENA,1,5,1,,,,1,1,Gobernación Legislación y Puntos Constitucionales,1,0,1
Baja California,XXV,2024,2027,MORENA,Morena,MORENA,1,6,2,,,,0,1,Fortalecimiento Municipal,0,0,0
Baja California,XXV,2024,2027,PVEM,Partido Verde,PVEM,1,7,1,,,,0,1,Seguridad Ciudadana Y Protección Civil,1,0,1
Baja California,XXV,2024,2027,MORENA,Morena,MORENA,1,8,2,,,,0,1,Justicia,1,0,0
Baja California,XXV,2024,2027,MORENA,Morena,MORENA,1,9,1,,,,0,1,Asuntos Fronterizos y Migratorios,0,0,0
Baja California,XXV,2024,2027,MORENA,Morena,MORENA,1,10,2,,,,1,1,Hacienda Y Presupuesto,1,0,0
Baja California,XXV,2024,2027,MORENA,Morena,MORENA,1,11,2,,1,la comunidad indígena. ,1,1,Asuntos de los Pueblos Originarios y De Las Personas Afroamericanas,0,1,0
Baja California,XXV,2024,2027,MORENA,Morena,MORENA,1,12,1,,,,1,1,"Desarrollo Metropolitano, Conurbación, Infraestructura, Movilidad, Comunicaciones y Transportes",0,0,0
Baja California,XXV,2024,2027,MORENA,Morena,MORENA,1,13,2,,,,1,1,Salud,0,0,0
Baja California,XXV,2024,2027,MORENA,Morena,MORENA,1,14,2,,,,1,1,Comunicación Social y Relaciones Públicas,0,0,0
Baja California,XXV,2024,2027,MORENA,Morena,MORENA,1,15,1,,,,0,1,"Agricultura, Ganadería, Asuntos Portuarrios y Pesca",0,0,0
Baja California,XXV,2024,2027,FXM,Fuerza México,FXM,1,16,1,,,,0,1,Trabajo y Previsión Social,0,0,1
Baja California,XXV,2024,2027,MORENA,Morena,MORENA,1,17,2,,1,la comunidad indígena. ,1,1,"Educación, Humanidades, Ciencia y Tecnología",0,0,0
Baja California,XXV,2024,2027,MC,MC,MC,2,,2,,,,1,1,Desarrollo Económico y Comercio Binacional,1,0,1
Baja California,XXV,2024,2027,PAN,PAN,PAN,2,,2,,,,0,1,Participación Ciudadana y Modernización Del Congreso,0,0,0
Baja California,XXV,2024,2027,PAN,PAN,PAN,2,,2,,,,1,1,Derechos Humanos,0,0,0
Baja California,XXV,2024,2027,PAN,PAN,PAN,2,,1,,,,1,1,Medio Ambiente y Desarrollo Sustentable,0,0,1
Baja California,XXV,2024,2027,PRI,PRI,PRI,2,,1,,,,0,1,Cultura y Deporte,0,0,1
Baja California,XXV,2024,2027,PES,PES,PES,2,,2,,,,0,1,Turismo E Inversión,0,0,1
Baja California,XXV,2024,2027,PT,PT,PT,2,,2,,,,0,1,Vivienda y Ordenamiento Territorial,0,0,1
